date,states,positive,negative,pending,hospitalizedCurrently,hospitalizedCumulative,inIcuCurrently,inIcuCumulative,onVentilatorCurrently,onVentilatorCumulative,recovered,dateChecked,death,hospitalized,totalTestResults,lastModified,total,posNeg,deathIncrease,hospitalizedIncrease,negativeIncrease,positiveIncrease,totalTestResultsIncrease,hash,date_modified
20201113,56,10588169,133262737,12010.0,68516.0,511397.0,13132.0,26997.0,3769.0,2967.0,4095146.0,2020-11-13T24:00:00Z,235629.0,511397.0,164039849,2020-11-13T24:00:00Z,0,0,1301,3464,1212755,170333,1683680,cc4616ee0c98a8684efedbed10805664f0d865f1,2020-11-13
20201112,56,10417836,132049982,11385.0,67096.0,507933.0,12796.0,26803.0,3622.0,2954.0,4051256.0,2020-11-12T24:00:00Z,234328.0,507933.0,162356169,2020-11-12T24:00:00Z,0,0,1104,3918,1009425,150526,1490426,e2701845e30d0152936845c12a4297cd916b0582,2020-11-12
20201111,56,10267310,131040557,11287.0,65373.0,504015.0,12518.0,26584.0,3367.0,2947.0,3997204.0,2020-11-11T24:00:00Z,233224.0,504015.0,160865743,2020-11-11T24:00:00Z,0,0,1565,3323,992347,144499,1381858,e55a31c7d307ec4920373ddce73c6337367b20ca,2020-11-11
20201110,56,10122811,130048210,8579.0,61964.0,500692.0,11952.0,26335.0,3205.0,2922.0,3961873.0,2020-11-10T24:00:00Z,231659.0,500692.0,159483885,2020-11-10T24:00:00Z,0,0,1347,3946,938416,130989,1237365,547d47494acfdd4002a96aa3a8f002454bbddd4a,2020-11-10
20201109,56,9991822,129109794,23458.0,59275.0,496746.0,11533.0,26087.0,3110.0,2907.0,3928845.0,2020-11-09T24:00:00Z,230312.0,496746.0,158246520,2020-11-09T24:00:00Z,0,0,580,2301,1224702,118708,1518878,5036a05337f039204f1fb11d603cdb964e8c60c0,2020-11-09
20201108,56,9873114,127885092,23353.0,56799.0,494445.0,11120.0,25819.0,2977.0,2900.0,3881558.0,2020-11-08T24:00:00Z,229732.0,494445.0,156727642,2020-11-08T24:00:00Z,0,0,487,1602,924896,110838,1259450,a1f728de08a05ef7380563b3faff2bff8a698392,2020-11-08
20201107,56,9762276,126960196,23295.0,55840.0,492843.0,11082.0,25721.0,2947.0,2898.0,3851509.0,2020-11-07T24:00:00Z,229245.0,492843.0,155468192,2020-11-07T24:00:00Z,0,0,1104,2374,979681,129191,1405858,89d80fe408dc99c12a744c27c7045a8e86835c50,2020-11-07
20201106,56,9633085,125980515,11804.0,54824.0,490469.0,11085.0,25498.0,2850.0,2885.0,3810791.0,2020-11-06T24:00:00Z,228141.0,490469.0,154062334,2020-11-06T24:00:00Z,0,0,1186,3054,1142643,125252,1562024,c83d1e0149c15ab87c2918edf01a2ab7ee454c6f,2020-11-06
20201105,56,9507833,124837872,11233.0,53322.0,487415.0,10918.0,25276.0,2877.0,2872.0,3781751.0,2020-11-05T24:00:00Z,226955.0,487415.0,152500310,2020-11-05T24:00:00Z,0,0,1124,3735,1180777,116153,1563726,10f7a3caff2f787a592952109970daceef70a9fe,2020-11-05
20201104,56,9391680,123657095,10117.0,52049.0,483680.0,10761.0,25041.0,2832.0,2853.0,3743527.0,2020-11-04T24:00:00Z,225831.0,483680.0,150936584,2020-11-04T24:00:00Z,0,0,1116,2802,862718,103067,1207099,6b9e1b9e4ca56b5306fa9ad16fe31adc33f69721,2020-11-04
20201103,56,9288613,122794377,8003.0,50340.0,480878.0,10406.0,24796.0,2733.0,2833.0,3705130.0,2020-11-03T24:00:00Z,224715.0,480878.0,149729485,2020-11-03T24:00:00Z,0,0,1529,3148,839957,86081,1125798,ed31b4c74eeb045db87bbe16177298b06ebdb1e1,2020-11-03
20201102,56,9202532,121954420,10647.0,48470.0,477730.0,9858.0,24560.0,2637.0,2809.0,3674981.0,2020-11-02T24:00:00Z,223186.0,477730.0,148603687,2020-11-02T24:00:00Z,0,0,476,1502,1072374,82248,1327965,cd61ee728b0c3b88269e40ed076ac53dae8c0b4a,2020-11-02
20201101,56,9120284,120882046,10617.0,47520.0,476228.0,9553.0,24457.0,2553.0,2797.0,3633903.0,2020-11-01T24:00:00Z,222710.0,476228.0,147275722,2020-11-01T24:00:00Z,0,0,391,1154,816245,74051,1139567,980eac047b8cb674db3cc7d7070bbee874d92654,2020-11-01
20201031,56,9046233,120065801,10635.0,47375.0,475074.0,9499.0,24375.0,2502.0,2786.0,3612517.0,2020-10-31T24:00:00Z,222319.0,475074.0,146136155,2020-10-31T24:00:00Z,0,0,963,2074,1038275,90492,1373818,33db59366e84d757a981bd7c5b79f08ee60b7159,2020-10-31
20201030,56,8955741,119027526,11120.0,46688.0,473000.0,9437.0,24230.0,2477.0,2776.0,3578452.0,2020-10-30T24:00:00Z,221356.0,473000.0,144762337,2020-10-30T24:00:00Z,0,0,933,2421,979381,96709,1362005,9a6e3e6fa8efedfade94ba161c61db9add42d765,2020-10-30
20201029,56,8859032,118048145,10481.0,46095.0,470579.0,9208.0,24082.0,2403.0,2760.0,3554336.0,2020-10-29T24:00:00Z,220423.0,470579.0,143400332,2020-10-29T24:00:00Z,0,0,1049,2292,1006720,87993,1324645,3dfbab0ae2c57a897b0b980d9dcfc2b5f4b073eb,2020-10-29
20201028,56,8771039,117041425,9600.0,45045.0,468287.0,9034.0,23883.0,2347.0,2744.0,3518140.0,2020-10-28T24:00:00Z,219374.0,468287.0,142075687,2020-10-28T24:00:00Z,0,0,1025,2510,796280,78637,1085623,0da2ec6fa78c937f7e0dbe0798807d8720ff0cb9,2020-10-28
20201027,56,8692402,116245145,8129.0,44212.0,465777.0,8909.0,23701.0,2287.0,2719.0,3487666.0,2020-10-27T24:00:00Z,218349.0,465777.0,140990064,2020-10-27T24:00:00Z,0,0,931,2248,818073,72997,1080661,766cd99561418b1681a424838ee32f6fb278b30c,2020-10-27
20201026,56,8619405,115427072,11083.0,42917.0,463529.0,8842.0,23542.0,2301.0,2703.0,3460455.0,2020-10-26T24:00:00Z,217418.0,463529.0,139909403,2020-10-26T24:00:00Z,0,0,389,1838,980926,62103,1201328,3d54d68f053e9469bcfb3e2aaa1e0c9e2dea7685,2020-10-26
20201025,56,8557302,114446146,11093.0,41776.0,461691.0,8489.0,23420.0,2176.0,2693.0,3422934.0,2020-10-25T24:00:00Z,217029.0,461691.0,138708075,2020-10-25T24:00:00Z,0,0,377,1153,901133,65092,1191449,29c6f913be3ee632dfd6d4f974fa9185e86bb3cb,2020-10-25
20201024,56,8492210,113545013,11087.0,41905.0,460538.0,8561.0,23356.0,2230.0,2691.0,3406701.0,2020-10-24T24:00:00Z,216652.0,460538.0,137516626,2020-10-24T24:00:00Z,0,0,890,1756,960564,82745,1321334,80e8ae79ab7a356271aaea8035d0a870256feef9,2020-10-24
20201023,56,8409465,112584449,11853.0,41482.0,458782.0,8237.0,23221.0,2180.0,2679.0,3375480.0,2020-10-23T24:00:00Z,215762.0,458782.0,136195292,2020-10-23T24:00:00Z,0,0,917,15005,1042748,82262,1378574,031259f8d7686ff92106e99f3ee30132fbd7e742,2020-10-23
20201022,56,8327203,111541701,12222.0,41010.0,443777.0,8086.0,23018.0,2147.0,2641.0,3353056.0,2020-10-22T24:00:00Z,214845.0,443777.0,134816718,2020-10-22T24:00:00Z,0,0,1143,2571,912912,72887,1218558,3a9f19fb114d751f39349d3ebc936031cca7c109,2020-10-22
20201021,56,8254316,110628789,10241.0,40271.0,441206.0,8182.0,22855.0,2090.0,2622.0,3323354.0,2020-10-21T24:00:00Z,213702.0,441206.0,133598160,2020-10-21T24:00:00Z,0,0,1024,2239,690695,60657,939535,e34288a485ddddebf874a848137c648b7d6c2c53,2020-10-21
20201020,56,8193659,109938094,8014.0,39230.0,438967.0,8131.0,22662.0,2045.0,2593.0,3295426.0,2020-10-20T24:00:00Z,212678.0,438967.0,132658625,2020-10-20T24:00:00Z,0,0,832,2150,756552,60312,948693,6c0c02d0c500627201b0ce533a8c139c348241c4,2020-10-20
20201019,56,8133347,109181542,12138.0,37826.0,436817.0,7997.0,22475.0,1800.0,2577.0,3272603.0,2020-10-19T24:00:00Z,211846.0,436817.0,131709932,2020-10-19T24:00:00Z,0,0,456,1684,1025252,56902,1130890,309589b94be6a9fc053280ce739ca13197be0352,2020-10-19
20201018,56,8076445,108156290,12059.0,36437.0,435133.0,7292.0,22391.0,1762.0,2557.0,3234183.0,2020-10-18T24:00:00Z,211390.0,435133.0,130579042,2020-10-18T24:00:00Z,0,0,393,853,769968,48632,1055833,638a4548d477270ea75cd330d1d325b324fd17f0,2020-10-18
20201017,56,8027813,107386322,12109.0,37359.0,434280.0,7384.0,22320.0,1791.0,2553.0,3220607.0,2020-10-17T24:00:00Z,210997.0,434280.0,129523209,2020-10-17T24:00:00Z,0,0,780,1535,961440,57748,1295276,7f2cb54892d985fda791439fe7c077d05a63253c,2020-10-17
20201016,56,7970065,106424882,13091.0,37336.0,432745.0,7251.0,22202.0,1739.0,2547.0,3197539.0,2020-10-16T24:00:00Z,210217.0,432745.0,128227933,2020-10-16T24:00:00Z,0,0,877,1858,972088,67940,1230075,cfdd6666ae3248dd148caae66f9a76ce54251c97,2020-10-16
20201015,56,7902125,105452794,13001.0,37308.0,430887.0,7220.0,22051.0,1769.0,2531.0,3177397.0,2020-10-15T24:00:00Z,209340.0,430887.0,126997858,2020-10-15T24:00:00Z,0,0,951,2007,847671,62851,1102280,b5d2bd41ea84d3e5b177a25f97fa579ed8dcd220,2020-10-15
20201014,56,7839274,104605123,11100.0,37048.0,428880.0,7156.0,21889.0,1776.0,2516.0,3155826.0,2020-10-14T24:00:00Z,208389.0,428880.0,125895578,2020-10-14T24:00:00Z,0,0,811,2537,623763,56236,1041389,94f8f3ea26ce63043f86be96260052a7d53636d6,2020-10-14
20201013,56,7783038,103981360,8008.0,36051.0,426343.0,7020.0,21735.0,1755.0,2485.0,3124593.0,2020-10-13T24:00:00Z,207578.0,426343.0,124854189,2020-10-13T24:00:00Z,0,0,690,2048,853551,48148,1040824,e78bb86ecfd3343d8e0870f3e9f42258696779d6,2020-10-13
20201012,56,7734890,103127809,11329.0,35072.0,424295.0,6807.0,21625.0,1666.0,2464.0,3106769.0,2020-10-12T24:00:00Z,206888.0,424295.0,123813365,2020-10-12T24:00:00Z,0,0,287,1189,889305,42775,1063984,d85651a987793c208bfa5a64b4e75565c4ccbe5d,2020-10-12
20201011,56,7692115,102238504,11261.0,34490.0,423106.0,6679.0,21553.0,1646.0,2454.0,3075110.0,2020-10-11T24:00:00Z,206601.0,423106.0,122749381,2020-10-11T24:00:00Z,0,0,466,1015,804228,46701,1083240,447ad7c91535c3c576ded6f68cb1ef1f2206dce4,2020-10-11
20201010,56,7645414,101434276,11223.0,34618.0,422091.0,6683.0,21512.0,1667.0,2451.0,3063007.0,2020-10-10T24:00:00Z,206135.0,422091.0,121666141,2020-10-10T24:00:00Z,0,0,665,1504,958077,57252,1247234,e6b0f7c96a5c2e0016d1016ce42181bef8b64781,2020-10-10
20201009,56,7588162,100476199,13078.0,34839.0,420587.0,6713.0,21389.0,1655.0,2437.0,3039089.0,2020-10-09T24:00:00Z,205470.0,420587.0,120418907,2020-10-09T24:00:00Z,0,0,893,1802,950081,56723,1200821,ec3de3e7e3cd6a3ab36a0670d37be2e2de47b7f5,2020-10-09
20201008,56,7531439,99526118,13087.0,34322.0,418785.0,6621.0,21217.0,1638.0,2427.0,3021252.0,2020-10-08T24:00:00Z,204577.0,418785.0,119218086,2020-10-08T24:00:00Z,0,0,986,2074,879737,55118,1149465,c6dde75065f873cb20c4d7298207a055b6edc9fb,2020-10-08
20201007,56,7476321,98646381,12269.0,33457.0,416711.0,6507.0,21112.0,1646.0,2410.0,2999895.0,2020-10-07T24:00:00Z,203591.0,416711.0,118068621,2020-10-07T24:00:00Z,0,0,916,2250,732067,50556,973491,164098090347111d3d52f7100240e4b51f14bec2,2020-10-07
20201006,56,7425765,97914314,8680.0,32595.0,414461.0,6438.0,20973.0,1609.0,2388.0,2952390.0,2020-10-06T24:00:00Z,202675.0,414461.0,117095130,2020-10-06T24:00:00Z,0,0,634,-624,715702,38417,907026,8c27203fcea8c5598135bd0b9c9de2aa43ddda71,2020-10-06
20201005,56,7387348,97198612,11544.0,31299.0,415085.0,6209.0,20812.0,1515.0,2370.0,2935196.0,2020-10-05T24:00:00Z,202041.0,415085.0,116188104,2020-10-05T24:00:00Z,0,0,326,1519,845552,37857,990534,ec129ccb44443ba0b58419d1a193922a4a246bf9,2020-10-05
20201004,56,7349491,96353060,11471.0,29942.0,413566.0,5974.0,20729.0,1485.0,2362.0,2911789.0,2020-10-04T24:00:00Z,201715.0,413566.0,115197570,2020-10-04T24:00:00Z,0,0,363,649,823580,38287,1028949,9cf961fcbe460c68011e1967f55d766c8ca4ad9a,2020-10-04
20201003,56,7311204,95529480,11464.0,30113.0,412917.0,5996.0,20686.0,1501.0,2358.0,2897350.0,2020-10-03T24:00:00Z,201352.0,412917.0,114168621,2020-10-03T24:00:00Z,0,0,741,1166,847053,51009,1099978,2bf4370d5669e3e6f213b7d873e9807352dfca47,2020-10-03
20201002,56,7260195,94682427,10813.0,30744.0,411751.0,6106.0,20612.0,1533.0,2348.0,2873369.0,2020-10-02T24:00:00Z,200611.0,411751.0,113068643,2020-10-02T24:00:00Z,0,0,835,1342,975809,49133,1241655,589528fe34df903de6a9eb0c29db93ce4fbd303a,2020-10-02
20201001,56,7211062,93706618,13003.0,30790.0,410409.0,6173.0,20492.0,1547.0,2334.0,2860650.0,2020-10-01T24:00:00Z,199776.0,410409.0,111826988,2020-10-01T24:00:00Z,0,0,851,1760,760766,45481,998172,1b4dc26b999253a651c93d1c97ef3287a75f037e,2020-10-01
20200930,56,7165581,92945852,9431.0,30911.0,408649.0,6145.0,20390.0,1507.0,2319.0,2840747.0,2020-09-30T24:00:00Z,198925.0,408649.0,110828816,2020-09-30T24:00:00Z,0,0,1061,1590,673939,44267,904382,99f7f2fdc0689c419a4c22229d1377ba15402be4,2020-09-30
20200929,56,7121314,92271913,7695.0,30473.0,407059.0,6106.0,20247.0,1495.0,2298.0,2813305.0,2020-09-29T24:00:00Z,197864.0,407059.0,109924434,2020-09-29T24:00:00Z,0,0,739,1733,709339,36289,914062,d90d784fae72055f6423f76dc52753f336a01ea1,2020-09-29
20200928,56,7085025,91562574,11112.0,29608.0,405326.0,5981.0,20121.0,1518.0,2285.0,2794608.0,2020-09-28T24:00:00Z,197125.0,405326.0,109010372,2020-09-28T24:00:00Z,0,0,257,1241,917497,36056,1164211,34520f200cc453d457555ea63214dd571caa7685,2020-09-28
20200927,56,7048969,90645077,11136.0,29434.0,404085.0,6080.0,20050.0,1511.0,2277.0,2766304.0,2020-09-27T24:00:00Z,196868.0,404085.0,107846161,2020-09-27T24:00:00Z,0,0,307,760,670175,35061,905578,7138215a48fcec8112c9ff80986f0e57c32f07f9,2020-09-27
20200926,56,7013908,89974902,11183.0,29554.0,403325.0,6057.0,20002.0,1509.0,2272.0,2750459.0,2020-09-26T24:00:00Z,196561.0,403325.0,106940583,2020-09-26T24:00:00Z,0,0,869,1154,888049,47580,1123184,0070c51583d78bcad630d0f30df53e6613c6e5d5,2020-09-26
20200925,56,6966328,89086853,10905.0,29769.0,402171.0,6133.0,19919.0,1506.0,2264.0,2727335.0,2020-09-25T24:00:00Z,195692.0,402171.0,105817399,2020-09-25T24:00:00Z,0,0,844,1331,874968,55137,1112451,f1abcb836df69b7f8a4c1aa22bfd3be5194dd8b5,2020-09-25
20200924,56,6911191,88211885,12008.0,30043.0,400840.0,6168.0,19555.0,1560.0,2177.0,2710183.0,2020-09-24T24:00:00Z,194848.0,400840.0,104704948,2020-09-24T24:00:00Z,0,0,921,1588,801458,43243,1037542,e8cd6ace1de34374133c0abfd048e13045c4c9c9,2020-09-24
20200923,56,6867948,87410427,10535.0,29905.0,399252.0,6113.0,19452.0,1544.0,2154.0,2672338.0,2020-09-23T24:00:00Z,193927.0,399252.0,103667406,2020-09-23T24:00:00Z,0,0,1159,1451,801530,38547,1010356,3c6f7cd4e7bf3a0a63d4169c5dc8d039844a759e,2020-09-23
20200922,56,6829401,86608897,7999.0,29459.0,397801.0,6111.0,19324.0,1562.0,2130.0,2646959.0,2020-09-22T24:00:00Z,192768.0,397801.0,102657050,2020-09-22T24:00:00Z,0,0,854,1446,672002,49351,850806,b46bed2f76152fff1c673584512389830c4289fc,2020-09-22
20200921,56,6780050,85936895,13241.0,28755.0,396355.0,6071.0,19353.0,1572.0,2116.0,2615974.0,2020-09-21T24:00:00Z,191914.0,396355.0,101806244,2020-09-21T24:00:00Z,0,0,287,1140,639371,39062,775038,56eb96d8135c72bbab5ea06c444366dca3dd9422,2020-09-21
20200920,56,6740988,85297524,13192.0,28608.0,395215.0,6015.0,19281.0,1595.0,2112.0,2589239.0,2020-09-20T24:00:00Z,191627.0,395215.0,101031206,2020-09-20T24:00:00Z,0,0,327,516,790354,35688,978387,aacf7c3d4fdde9aaf437b1db5e46072184bcfa7f,2020-09-20
20200919,56,6705300,84507170,13217.0,29035.0,394699.0,6070.0,19243.0,1577.0,2111.0,2577467.0,2020-09-19T24:00:00Z,191300.0,394699.0,100052819,2020-09-19T24:00:00Z,0,0,740,1067,945834,44886,1176253,ba18dab7ac47ff5379cc27d7062a6f12cfc3c2e6,2020-09-19
20200918,56,6660414,83561336,11805.0,29501.0,393632.0,6175.0,19163.0,1608.0,2107.0,2557862.0,2020-09-18T24:00:00Z,190560.0,393632.0,98876566,2020-09-18T24:00:00Z,0,0,901,1459,853880,47121,1093150,dfa816d78c66174330c1742ec7ea597d7237d511,2020-09-18
20200917,56,6613293,82707456,11768.0,29900.0,392173.0,6278.0,19057.0,1658.0,2092.0,2540334.0,2020-09-17T24:00:00Z,189659.0,392173.0,97783416,2020-09-17T24:00:00Z,0,0,863,1549,733956,43375,964093,5107cb59d35059a039fc2e0c0a137a7b5f1a868f,2020-09-17
20200916,56,6569918,81973500,10587.0,30278.0,390624.0,6308.0,18961.0,1651.0,2090.0,2525573.0,2020-09-16T24:00:00Z,188796.0,390624.0,96819323,2020-09-16T24:00:00Z,0,0,1200,1517,627641,39888,826550,f7443904e260e1ef40867ffb05e16feebb33c09e,2020-09-16
20200915,56,6530030,81345859,4966.0,30328.0,389107.0,6310.0,18847.0,1572.0,2071.0,2495127.0,2020-09-15T24:00:00Z,187596.0,389107.0,95992773,2020-09-15T24:00:00Z,0,0,1031,1491,651067,34879,812608,598b1dcefebbb141c8b7e223d4d8a63f7021f357,2020-09-15
20200914,56,6495151,80694792,10494.0,29895.0,387616.0,6238.0,18748.0,1507.0,2061.0,2477942.0,2020-09-14T24:00:00Z,186565.0,387616.0,95180165,2020-09-14T24:00:00Z,0,0,404,937,369888,33684,501048,7d89c4106392f55746500e197d6d57c063809430,2020-09-14
20200913,56,6461467,80324904,10467.0,29810.0,386679.0,6233.0,18692.0,1562.0,2056.0,2450184.0,2020-09-13T24:00:00Z,186161.0,386679.0,94679117,2020-09-13T24:00:00Z,0,0,390,592,611535,34308,772450,43ad656e427c23ad0aaa3b84eefa79e5f59f5cab,2020-09-13
20200912,56,6427159,79713369,10403.0,30655.0,386087.0,6451.0,18648.0,1619.0,2051.0,2438903.0,2020-09-12T24:00:00Z,185771.0,386087.0,93906667,2020-09-12T24:00:00Z,0,0,810,1076,807370,41798,994011,588f4ee0e4cca311187a3e76c72a51057549b28a,2020-09-12
20200911,56,6385361,78905999,10813.0,31421.0,385011.0,6379.0,18549.0,1715.0,2031.0,2417878.0,2020-09-11T24:00:00Z,184961.0,385011.0,92912656,2020-09-11T24:00:00Z,0,0,1018,1553,721765,44688,919768,6becbe0b6be7c3def19a70160f14ead2c5e88fa6,2020-09-11
20200910,56,6340673,78184234,10530.0,32421.0,383458.0,6531.0,18453.0,1925.0,2008.0,2403511.0,2020-09-10T24:00:00Z,183943.0,383458.0,91992888,2020-09-10T24:00:00Z,0,0,1170,1532,575352,37222,778402,672cd9ac7a1b5aad0befdf97b35539632d76bce2,2020-09-10
20200909,56,6303451,77608882,6551.0,32562.0,381926.0,6646.0,18322.0,1903.0,1994.0,2387479.0,2020-09-09T24:00:00Z,182773.0,381926.0,91214486,2020-09-09T24:00:00Z,0,0,1084,2060,553185,31062,703592,2f6d001236cbf6e078238031124222726c212203,2020-09-09
20200908,56,6272389,77055697,8983.0,32262.0,379866.0,6542.0,18189.0,1879.0,1975.0,2359111.0,2020-09-08T24:00:00Z,181689.0,379866.0,90510894,2020-09-08T24:00:00Z,0,0,358,959,485437,22164,582890,24ba3f928b3105d9c531c1df725e65ac66d41465,2020-09-08
20200907,56,6250225,76570260,8986.0,31999.0,378907.0,6630.0,18156.0,1879.0,1967.0,2333583.0,2020-09-07T24:00:00Z,181331.0,378907.0,89928004,2020-09-07T24:00:00Z,0,0,225,492,559490,28237,662511,9e64b61a7050767c60f20e6966149984a534173f,2020-09-07
20200906,56,6221988,76010770,8946.0,32372.0,378415.0,6700.0,18125.0,1912.0,1960.0,2316020.0,2020-09-06T24:00:00Z,181106.0,378415.0,89265493,2020-09-06T24:00:00Z,0,0,449,489,702424,33051,831417,000bc09abbc7364e0bb755c1b3a3a24b0c941c50,2020-09-06
20200905,56,6188937,75308346,9021.0,33502.0,377926.0,6766.0,18089.0,1956.0,1956.0,2302203.0,2020-09-05T24:00:00Z,180657.0,377926.0,88434076,2020-09-05T24:00:00Z,0,0,918,1287,761572,44733,966471,00282559fdb32c67e7316d7f240d0e97fd63a9ba,2020-09-05
20200904,56,6144204,74546774,10118.0,34099.0,376639.0,6924.0,18012.0,1995.0,1943.0,2283454.0,2020-09-04T24:00:00Z,179739.0,376639.0,87467605,2020-09-04T24:00:00Z,0,0,998,1239,849177,51529,1041128,0b7de7b09381efcca84bc0ce22391663d339d091,2020-09-04
20200903,56,6092675,73697597,9987.0,34682.0,375400.0,6921.0,17894.0,2042.0,1928.0,2266957.0,2020-09-03T24:00:00Z,178741.0,375400.0,86426477,2020-09-03T24:00:00Z,0,0,1070,1536,678554,44562,877890,052cfed9de9cd2e695bb61a70f677032f9b5b046,2020-09-03
20200902,56,6048113,73019043,9293.0,35569.0,373864.0,7087.0,17784.0,2024.0,1918.0,2231757.0,2020-09-02T24:00:00Z,177671.0,373864.0,85548587,2020-09-02T24:00:00Z,0,0,1032,1647,614972,30287,752209,eb1500fff48ae32b898d22f02dd4ade0d8d88e35,2020-09-02
20200901,56,6017826,72404071,6647.0,35271.0,372217.0,7090.0,17655.0,2042.0,1902.0,2202682.0,2020-09-01T24:00:00Z,176639.0,372217.0,84796378,2020-09-01T24:00:00Z,0,0,1027,1837,655190,42237,816796,fca338b0d51a8ef18f7d446d01085dd5a9a0b719,2020-09-01
20200831,56,5975589,71748881,11128.0,35352.0,370380.0,7043.0,17537.0,2077.0,1877.0,2184825.0,2020-08-31T24:00:00Z,175612.0,370380.0,83979582,2020-08-31T24:00:00Z,0,0,366,816,647352,31293,735902,358400867ccf14287ff7b9539cca6afb6df9764a,2020-08-31
20200830,56,5944296,71101529,11148.0,35726.0,369564.0,7268.0,17439.0,2055.0,1870.0,2153963.0,2020-08-30T24:00:00Z,175246.0,369564.0,83243680,2020-08-30T24:00:00Z,0,0,475,680,699238,39410,828811,96053ae6b1f4b80875b430d7a67fda832cc76992,2020-08-30
20200829,56,5904886,70402291,11151.0,36428.0,368884.0,7413.0,17401.0,2062.0,1864.0,2140631.0,2020-08-29T24:00:00Z,174771.0,368884.0,82414869,2020-08-29T24:00:00Z,0,0,1015,1296,721757,44134,895174,39f862dcbc6d5bcc1f1604a37f43380443b732af,2020-08-29
20200828,56,5860752,69680534,10428.0,37239.0,367588.0,7558.0,17304.0,2086.0,1856.0,2118367.0,2020-08-28T24:00:00Z,173756.0,367588.0,81519695,2020-08-28T24:00:00Z,0,0,1024,1595,724426,46117,903279,5b8eb850402643baebe67c070fbe2ff87f255847,2020-08-28
20200827,56,5814635,68956108,11168.0,37464.0,365993.0,7717.0,17181.0,2125.0,1831.0,2101326.0,2020-08-27T24:00:00Z,172732.0,365993.0,80616416,2020-08-27T24:00:00Z,0,0,1129,1668,697099,43764,857808,2d343cc484edb8ab3687644c69a48f0a674855d3,2020-08-27
20200826,56,5770871,68259009,4081.0,38401.0,364325.0,7737.0,17046.0,2142.0,1809.0,2084465.0,2020-08-26T24:00:00Z,171603.0,364325.0,79758608,2020-08-26T24:00:00Z,0,0,1298,1873,629237,43764,736863,fb168e450ecc30603ecb64ab917dda2093f45abb,2020-08-26
20200825,56,5727107,67629772,4091.0,38779.0,362452.0,7863.0,16920.0,2163.0,1789.0,2053699.0,2020-08-25T24:00:00Z,170305.0,362452.0,79021745,2020-08-25T24:00:00Z,0,0,1147,1999,597373,36339,713336,2bcb1f44e767829e88f1b86e5b1fb20c10db478b,2020-08-25
20200824,56,5690768,67032399,4143.0,38673.0,360453.0,7851.0,16787.0,2118.0,1764.0,2020774.0,2020-08-24T24:00:00Z,169158.0,360453.0,78308409,2020-08-24T24:00:00Z,0,0,343,1049,649316,34332,731190,021291cf59f44c251ceae912507974ec99a10183,2020-08-24
20200823,56,5656436,66383083,4149.0,39017.0,359404.0,7949.0,16697.0,2131.0,1737.0,1997782.0,2020-08-23T24:00:00Z,168815.0,359404.0,77577219,2020-08-23T24:00:00Z,0,0,572,774,578957,37472,704794,7a34b74e573a33aee6ead7eb0dee1698f059f1e5,2020-08-23
20200822,56,5618964,65804126,4154.0,39894.0,358630.0,8207.0,16657.0,2204.0,1736.0,1985493.0,2020-08-22T24:00:00Z,168243.0,358630.0,76872425,2020-08-22T24:00:00Z,0,0,1029,1537,712606,45722,888850,a6866587dc34495a41c2ae3229817e6acdc1d539,2020-08-22
20200821,56,5573242,65091520,4199.0,40951.0,357093.0,8357.0,16563.0,2286.0,1730.0,1965056.0,2020-08-21T24:00:00Z,167214.0,357093.0,75983575,2020-08-21T24:00:00Z,0,0,1123,1817,697553,46228,864343,16b891d0a0cce25015aaa56ad750ac13c40c484a,2020-08-21
20200820,56,5527014,64393967,4170.0,41988.0,355276.0,8483.0,16487.0,2335.0,1716.0,1946866.0,2020-08-20T24:00:00Z,166091.0,355276.0,75119232,2020-08-20T24:00:00Z,0,0,1134,2010,633423,43634,807319,9ae2427dba4463a4878d272e018c5b880320312e,2020-08-20
20200819,56,5483380,63760544,4374.0,43330.0,353266.0,8744.0,16377.0,2371.0,1705.0,1924875.0,2020-08-19T24:00:00Z,164957.0,353266.0,74311913,2020-08-19T24:00:00Z,0,0,1420,2032,645625,44780,784723,ad390307f2594b1b93c20f84c68e79cad3aed8a7,2020-08-19
20200818,56,5438600,63114919,4412.0,43758.0,351234.0,8866.0,16123.0,2468.0,1695.0,1889170.0,2020-08-18T24:00:00Z,163537.0,351234.0,73527190,2020-08-18T24:00:00Z,0,0,1196,2273,616119,40439,724171,bc42a4890b4db85eb96055164aa483d36c910a71,2020-08-18
20200817,56,5398161,62498800,4298.0,43485.0,348961.0,8871.0,15985.0,2447.0,1678.0,1865580.0,2020-08-17T24:00:00Z,162341.0,348961.0,72803019,2020-08-17T24:00:00Z,0,0,407,1267,625924,37569,736262,a46ddfd890a7ceb258e7755c1985edcc256aee02,2020-08-17
20200816,56,5360592,61872876,4302.0,44046.0,347694.0,8958.0,15924.0,2481.0,1665.0,1833096.0,2020-08-16T24:00:00Z,161934.0,347694.0,72066757,2020-08-16T24:00:00Z,0,0,619,649,740752,42326,851987,e8e39f6c55be8311ac8e6b2fc7da20654686354c,2020-08-16
20200815,56,5318266,61132124,4452.0,44795.0,347045.0,9087.0,15891.0,2526.0,1663.0,1818546.0,2020-08-15T24:00:00Z,161315.0,347045.0,71214770,2020-08-15T24:00:00Z,0,0,1221,2031,692668,55860,866813,4423b71ebbed55455f6566921e0224724795a0d7,2020-08-15
